operation_id,operation_name,location_address,corrected_date,narrative,county,number_descriptions ,technical_assistance,operation_type
1175981,Duchesne Academy of the Sacred Heart,10202 MEMORIAL DR  HOUSTON TX- 77024 3213,11/21/16,"Based on information obtained during Investigation, a caregiver used a harsh punishment with a child when they grabbed a child off the playground and roughly placed child on a bench for time out.",HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
115108,Kiddie Kampus II,117 N LILLIS LN  DENISON TX- 75020 3536,11/21/16,While waiting at the front for the person in charge I observed a caregiver push a child down on their mat.  I also observed the same caregiver slap a child on their area below the waist.,GRAYSON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1257122,The Foshee Family House of Tiny Treasures,2323 FRANCIS ST  HOUSTON TX- 77004 4235,11/21/16,Another staff member witnessed a caregiver pinch a child and a child stated to the Licensing worker in the presence of the director that his teacher pinched him.,HARRIS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
321933,Goddard School,1905 EL SALIDO PKWY  CEDAR PARK TX- 78613 4180,11/21/17,"Based on information obtained during the investigation, there is sufficient evidence to find that a child was neglected while in care.",WILLIAMSON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
287661,Learning Garden,6672 ANTOINE DR  HOUSTON TX- 77091 1206,11/21/17,Based on information obtained there is sufficient evidence to support the allegation that a caregiver disciplined a child in care appropriately.    Note: The caregiver is no longer employed at the operation.,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
252267,Preston Park Montessori Academy,1900 PRESTON PARK BLVD  PLANO TX- 75093 3621,11/21/17,This standard was tasked in regards to a possible violation of minimum standards involving inappropriate discipline in a child care center and found to be deficient. The child's injurie(s) were found to be caused by pinching and/or hitting by the caregiver in charge.,COLLIN,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
252267,Preston Park Montessori Academy,1900 PRESTON PARK BLVD  PLANO TX- 75093 3621,11/21/17,This standard was tasked in regards to a possible violation of minimum standards involving inappropriate discipline in a child care center and found to be deficient. The child's injurie(s) were found to be caused by pinching and/or hitting by the caregiver in charge.,COLLIN,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",NO,Licensed Center
324886,Uptown Kids Childcare and Learning Center,498 SPENCE RD  VAN ALSTYNE TX- 75495,11/21/17,This standard was evaluated as part of an investigation and found to be deficient.  Caregivers are spanking children in are on the bottom with their hand.,GRAYSON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1259122,Busy-Bees Daycare,210 DUNN ST  CUERO TX- 77954 3473,11/22/16,Based on the preponderance of evidence the caregiver did use inappropriate discipline when redirecting a child's behavior.,DEWITT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
127693,House of Tiny Treasures,1529 LOMBARDY ST  HOUSTON TX- 77023 4528,11/22/16,It was shown that a child was pinched by his teacher while he was in care at the operation.,HARRIS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
1120926,"Jubilee Kids Care LLC, The Goddard School",2320 E LEAGUE CITY PKWY  LEAGUE CITY TX- 77573 4878,11/22/16,Based on information obtained there is sufficient evidence that inappropriate discipline was used.,GALVESTON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1168930,The Learning Express,617 S VETERANS BLVD  SAN JUAN TX- 78589 3222,11/22/16,A caregiver was observed using prohibited punishment on a child.,HIDALGO,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
98335,Little Tyke - Smithfield RD,6700 SMITHFIELD RD  NORTH RICHLAND HILLS TX- 76182 3936,11/22/17,"This rule was evaluated with regard to an investigation, and has been found to be in violation with the Minimum Standard Rules for Licensed Child Care Centers based on observations made at the operation, review of supporting documentation, and interviews with various staff. A caregiver treated a child in a harsh and cruel manner when she restrained the child by locking her arm around the person's neck. The caregiver is no longer employed at operation.",TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
95515,Mount Olive Lutheran Preschool,5101 SARATOGA BLVD  CORPUS CHRISTI TX- 78413 2812,11/22/17,"Based on the information gathered, there was sufficient evidence to prove that a caregiver was using acts of harsh, cruel, and unusual punishment towards children in care, on more than one occasion.",NUECES,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
95515,Mount Olive Lutheran Preschool,5101 SARATOGA BLVD  CORPUS CHRISTI TX- 78413 2812,11/22/17,"Based on the information gathered, a caregiver pinched the ear of a child.",NUECES,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
1088989,Grace Place Learning Center,3460 ROY RICHARD DR  SCHERTZ TX- 78154 5419,11/23/16,"Through information received during interviews at the investigation inspection, it was determined that a caregiver smacked a child in the face.    NOTE: Corrected when the operation dismissed the caregiver from employment.",GUADALUPE,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
963032,See Saw Children's Place - Fairmont,1450 W FAIRMONT ST  LONGVIEW TX- 75604 4407,11/23/16,"I observed a caregiver shove a child and tell him ""you need to get away from me"" during the inspection. The teacher never knew the inspector was in the classroom.",GREGG,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
1139972,Wonderland Montessori Academy of Valley Ranch,2090 MARKET PLACE BLVD  IRVING TX- 75063 3939,11/23/16,This standard was evaluated as a result of an investigation and found to be deficient.  A caregiver swatted a child on the arm twice and forced him to the ground as a form of discipline.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
277921,Hills Children Nursery Incorporated,5480 W CARDINAL DR  BEAUMONT TX- 77705 2636,11/27/17,"Information received supports a van driver is using an instrument such as a paint stick or ruler, to discipline and get the children's attention during transportation by touching the children on their heads, hands and legs.",JEFFERSON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1135987,Peas in a Pod Childcare,201 E MAIN ST  NEW BOSTON TX- 75570 2911,11/28/17,This rule was evaluated with regard to an investigation and found to be in violation. A caregiver dragged a child down the hall to the office and pinched the child on their arm for misbehaving.,BOWIE,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
162125,Centerville Learning Center,407 W CENTERVILLE RD  GARLAND TX- 75041 5443,11/29/16,"Based on information obtained during the investigation, the method of discipline used by a caregiver caused a child to be injured.",DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
162125,Centerville Learning Center,407 W CENTERVILLE RD  GARLAND TX- 75041 5443,11/29/16,"Based on information obtained during the investigation, there is reason to believe a child sustained injuries from the actions of a caregiver.",DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
1131611,KIDS Learning Center,1104 S MCCOLL RD  EDINBURG TX- 78539 2922,11/29/16,A caregiver placed a child in a dark room with the door closed. Child was alone and unsupervised without a caregiver present.,HIDALGO,"746.2805(8) - Prohibited Punishments -Placing Child in Locked, Dark Room",NO,Licensed Center
95528,KinderCare Learning Center,12002 BEAMER RD  HOUSTON TX- 77089 3933,11/29/16,"It was found that a caregiver at the operation, hit a child on their back with an open hand.",HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
417808,Little Bo Peep School and Child Care,1920 EVERGREEN DR  HOUSTON TX- 77087 2806,11/29/16,"It was found that a child in care left the operation for a period of 5 minutes, due to lack of appropriate supervision by his caregiver, who allowed the child in care to play in another classroom without supervision.",HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
1183403,Shining Starz Academy,215 S MADISON ST  MC GREGOR TX- 76657 2328,11/30/16,Based on information gathered there is sufficient evidence to find that a child was inappropriately disciplined.,MCLENNAN,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1180749,"Tiny Tots Childcare Center, LLC",620 MAXEY RD  HOUSTON TX- 77013 5800,11/30/16,A caregiver did use prohibited punishment on a child in care when the caregiver used a ruler to hit the child on the back of the hand. The child did not suffer any injury. The caregiver was terminated immediately.,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
134289,The Children's Courtyard,8560 ESTERS BLVD  IRVING TX- 75063 2205,11/30/17,"The Department of Family and Protective Services received a report October 9, 2017 alleging abuse of a child at the program to include other allegations regarding a child was inappropriately disciplined while in care. The allegations were invested by the Abuse/Neglect Investigator. The Investigator determined abuse/neglect did not occur, however, the investigator determined that a caregiver was pinching children.",DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
247816,Hope Christian Childcare Academy,1835 WALNUT AVE  CARROLLTON TX- 75006 6114,12/1/17,This standard was evaluated in regards to an  investigation and was shown deficient.    After interviews conducted it was determined that  an employee of the child care center is flicking  children on their body for discipline purposes.,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
150228,Primrose School of Bedford,3916 CENTRAL DR  BEDFORD TX- 76021 2684,12/1/17,A caregiver used harsh treatment as a form of discipline.,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
287204,Great Expectations Learning Center,7055 HIGHWAY 6 S  HOUSTON TX- 77083 3305,12/2/16,Based on the information obtained a caregiver grabbed a child forcefully by the arm.,HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
97539,Ascension Child Development Center,2525 SEAGLER RD  HOUSTON TX- 77042 3119,12/4/16,Based on the information obtained a caregiver grabbed a child as a form of punishment.,HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
97539,Ascension Child Development Center,2525 SEAGLER RD  HOUSTON TX- 77042 3119,12/4/16,Based on the information obtained a caregiver that previously cared for infants in the infant classroom pinched the infants noses.,HARRIS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
281770,Christian Kids,921 SAINT PETER ST  GONZALES TX- 78629 3514,12/5/16,Based on the information gathered the three year old caregiver grabbed and jerked a child by the arm in an aggressive manner.,GONZALES,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
239478,Children's Courtyard - Lakeline BLVD,2001 S LAKELINE BLVD  CEDAR PARK TX- 78613 3864,12/6/16,During an investigation there was sufficient evidence found that a child was neglected in care.,WILLIAMSON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
1229020,Joyful Hearts Learning Center,2929 MONROE ST  COMMERCE TX- 75428 3726,12/7/16,Inappropriate discipline was identified after interviewing children in care.,HUNT,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
