Injuries1 in CCL Investigations2 Sustained in Day Care Centers and Homes,,,,,,,,,,,,,,,,
"July 01, 2017 - July 31, 2018",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Operation Type3,Operation Number,Operation Name ,Impact Case ID,Impact Stage ID,Class Investigation ID,CLASS Investigaion Number,Date Intake Received ,Date Investigation Completed,Injury,Injury Related to Abuse/Neglect,Injury Determination,Type of Injury,Other Type of Injury,Injury Caused By,Injury Related To,Incident Location
Licensed Center,123895,University United Methodist Day School,,,1587036,2438110,4/13/2018,5/16/2018,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1321187,Kiddie Kollege Learning Center,,0,1587259,2438356,4/13/2018,6/8/2018,Y,N,Non-Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,1349966,Brilliant Starts Learning Academy,,,1587005,2438125,4/13/2018,4/23/2018,Y,N,Non-Serious,Other,Nursemaid elbow,Other,,Child in care at the operation
Licensed Center,1500373,Rosewood Academy #3,46744409,70646502,1587014,2438201,4/13/2018,5/11/2018,Y,Y,Serious,Burn,,Indoor Equipment/Structure,bottle warmer,Child in care at the operation
Licensed Center,1500553,Primrose School of Griffin Parc,,0,1586996,2438112,4/13/2018,4/17/2018,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,150115,Kiddie Castle Childrens Center I,,0,1587004,2438147,4/13/2018,5/29/2018,Y,N,Non-Serious,Mouth/Eye/Ear,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1511706,Harvest Christian Academy Early Education,,,1587132,2438485,4/13/2018,6/11/2018,Y,N,Non-Serious,Laceration,broken tooth,Other,,Child in care at the operation
Licensed Center,1522046,Children's Learning Adventure Child Care Center,,,1587103,2438468,4/13/2018,5/8/2018,Y,N,Serious,Other,finger tips cut when smashed in door,Other,,Child in care at the operation
Licensed Center,1569657,Children's Lighthouse - Gleannloch,,,1587000,2438115,4/13/2018,5/8/2018,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1578688,AlphaBEST at Light Farms Elementary,,,1587044,2438282,4/13/2018,4/20/2018,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1578688,AlphaBEST at Light Farms Elementary,,,1587045,2438277,4/13/2018,4/20/2018,Y,N,Non-Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,1649514,Bulverde Baptist Church His Kids Jr. Mother's Day Out,,,1587003,2438017,4/13/2018,4/18/2018,Y,N,Non-Serious,Other,Fell hitting the mouth.  ,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1650186,Primrose School of Westlake at Entrada,,,1587024,2438211,4/13/2018,4/19/2018,Y,N,Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1652139,Xplor,,,1587098,2438062,4/13/2018,6/11/2018,Y,N,Non-Serious,Laceration,,Self-Inflicted,falling and hitting head,Child in care at the operation
Licensed Center,1659995,Rivercrest Private School,,,1587012,2438121,4/13/2018,4/19/2018,Y,N,Non-Serious,Mouth/Eye/Ear,,Other,,Child in care at the operation
Licensed Center,171701,Discovery School,,,1587113,2438280,4/13/2018,5/1/2018,Y,N,Non-Serious,Other,Tennis Elbow,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,241174-684,West Montessori School Of Copperfield,,0,1587021,2438224,4/13/2018,5/22/2018,Y,N,Non-Serious,Other,bruised under the armpit,Other,,Child in care at the operation
Licensed Center,410278,Discovery Days Preschool,,,1587025,2438243,4/13/2018,4/19/2018,Y,N,Non-Serious,Contusion,,Other,,Child in care at the operation
Licensed Center,544674,Allisons Clubhouse,,,1587038,2438191,4/13/2018,5/10/2018,Y,N,Non-Serious,Other,arm,Self-Inflicted,,Child in care at the operation
Licensed Center,552186-810,Children's Courtyard,46747248,,1587126,2438821,4/13/2018,5/18/2018,Y,N,Non-Serious,Other,bruise near the eye,Other,,Child in care at the operation
Licensed Center,840553,BISD District Day Care @Emile,,0,1587008,2438175,4/13/2018,5/9/2018,Y,N,Non-Serious,Other,cut above lip,Outdoor Equipment/Structure,block,Child in care at the operation
Licensed Center,848736,Small Miracles Child Care Center,46747856,70656319,1587104,2438400,4/13/2018,5/11/2018,Y,N,Non-Serious,Other,scratch,Other,,Child in care at the operation
Licensed Center,881784,"Mi Casita Montessori School, Inc.",,0,1587030,2438244,4/13/2018,5/2/2018,Y,N,Non-Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,892198,Learning Depot Child Development Center,,0,1587019,2438202,4/13/2018,5/3/2018,Y,N,Non-Serious,Other,rash,Other,,Child in care at the operation
Licensed Center,896718,"Cadence Academy, Sandcastle",,,1587122,2438226,4/13/2018,4/17/2018,Y,N,Non-Serious,Other,Bruise ,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,955827,Knowledge Beginnings,0,0,1587043,2438273,4/13/2018,4/20/2018,Y,N,Non-Serious,Other,Child was accidently hit on the head.,Other,,Child in care at the operation
Licensed Center,1403532,Garner Daycare Center,,,1587383,2438498,4/14/2018,5/23/2018,Y,N,Serious,Brain,,Other,,Child in care at the operation
Licensed Center,212271,COM Child Development Lab,,,1587116,2438742,4/14/2018,4/18/2018,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1146926,LMNOP Childrens Academy,,,1587742,2439106,4/16/2018,4/27/2018,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,1507354,Foundations Academy @Townelake,46759507,0,1587181,2439005,4/16/2018,5/11/2018,Y,N,Serious,Other,Nurse Maid Elbow,Other,,Child in care at the operation
Licensed Center,1520784,Pre-K 4 SA - South Education Center,,,1587243,2439026,4/16/2018,4/25/2018,Y,N,Non-Serious,Other,shoulder sprain,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1574345,Austin Eco Bilingual School,,0,1587174,2438948,4/16/2018,5/9/2018,Y,N,Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1620628,The Precinct Academy and Daycare,,0,1587192,2439016,4/16/2018,5/17/2018,Y,N,Non-Serious,Other,dislocation,Other,,Child in care at the operation
Licensed Center,1620628,The Precinct Academy and Daycare,,0,1587193,2439014,4/16/2018,5/21/2018,Y,N,Non-Serious,Contusion,,Other,,Child in care at the operation
Licensed Center,1653619,Guidepost Montessori Timber Ridge,,,1587167,2438858,4/16/2018,4/18/2018,Y,N,Non-Serious,Contusion,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1656049,Primrose School of Schertz,46756292,70657665,1587130,2438822,4/16/2018,6/12/2018,Y,Y,Non-Serious,Contusion,Bruises,Discipline,Grabbing arms,Child in care at the operation
Licensed Center,1672001,Crossroads Church and Preschool,,,1587182,2438599,4/16/2018,4/30/2018,Y,N,Non-Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,414091-668,Y School Age  @ Cambridge,,0,1587135,2438899,4/16/2018,5/17/2018,Y,N,Non-Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,853052,Blue Ivey School,,0,1587177,2438958,4/16/2018,5/9/2018,Y,N,Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,853840,Creative Kidz,,,1587176,2438961,4/16/2018,5/15/2018,Y,N,Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,134526,Pilgrim Lutheran,,,1587248,2439153,4/17/2018,4/24/2018,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1532821,"CASTROVILLE EARLY CHILDHOOD CHRISTIAN CENTER, LLC",,,1587287,2439384,4/17/2018,6/15/2018,Y,N,Non-Serious,Other,Small cut on back of head,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1543107,Explorers Club,,,1587319,2439445,4/17/2018,5/2/2018,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1624499,Grace Learning Center,46763848,0,1587302,2439257,4/17/2018,5/8/2018,Y,N,Non-Serious,Other,Biten,Other,,Child in care at the operation
Licensed Center,1627364,Xplor,,,1587303,2439353,4/17/2018,4/20/2018,Y,N,Non-Serious,Other,Sprained Knee,Other,,Child in care at the operation
Licensed Center,1629051,Primrose School of Pflugerville at Falcon Pointe,,,1587301,2439419,4/17/2018,4/20/2018,Y,N,Serious,Mouth/Eye/Ear,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1631264,Grandma's House Child Care Center,46767167,70680051,1587459,2439363,4/17/2018,7/6/2018,Y,N,Non-Serious,Mouth/Eye/Ear,,Other,,Child in care at the operation
Licensed Center,1645491,Moore Family Childcare 2,,,1587486,2439422,4/17/2018,5/4/2018,Y,N,Non-Serious,Other,febrile seizure,Other,,Child in care at the operation
Licensed Center,1648151,Aurora S.T.E.M Academy & Childcare Center,,,1587290,2439402,4/17/2018,5/16/2018,Y,N,Serious,Laceration,,Outdoor Equipment/Structure,fence,Child in care at the operation
Licensed Center,1656758,Woodbridge Montessori Academy of Rockwall,,,1587367,2439411,4/17/2018,6/13/2018,Y,N,Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,210759-747,Kinder Care NO 1033,,,1587296,2439413,4/17/2018,4/24/2018,Y,N,Non-Serious,Mouth/Eye/Ear,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,414397,Bear Hugs DCC,,0,1587256,2439208,4/17/2018,4/20/2018,Y,N,Serious,Other,Broken arm,Other,,Child in care at the operation
Licensed Center,547147-5591,Red Sands Head Start,,0,1587351,2439572,4/17/2018,4/27/2018,Y,N,Non-Serious,Other,sprain to right foot,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,558846,Education Center-Concord Hills,,,1587347,2439424,4/17/2018,6/14/2018,Y,N,Non-Serious,Other,Bite,Other,,Child in care at the operation
Licensed Center,558846,Education Center-Concord Hills,,,1587347,2439424,4/17/2018,6/14/2018,Y,N,Non-Serious,Other,Bite,Other,,Child in care at the operation
Licensed Center,61139,Toddler House INC No 4,,0,1587285,2439387,4/17/2018,6/8/2018,Y,N,Non-Serious,Contusion,,Other,,Child in care at the operation
Licensed Center,823418,Trinity Preschool,,0,1587298,2439405,4/17/2018,5/1/2018,Y,N,Non-Serious,Other,Head,Indoor Equipment/Structure,Stroller,Child in care at the operation
Licensed Center,845157,Granpas Barnyard School,,,1587343,2439251,4/17/2018,5/21/2018,Y,N,Serious,Other,snitches ,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,849013,Leaps n Bounds,,0,1587299,2439420,4/17/2018,4/27/2018,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,853340,Academy for Kids,,,1587262,2439203,4/17/2018,6/8/2018,Y,N,Non-Serious,Mouth/Eye/Ear,,Self-Inflicted,Accidental Fall,Child in care at the operation
Licensed Center,1305406,"Little Crayons Institute, LLC",,,1587404,2439710,4/18/2018,4/20/2018,Y,N,Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,1350431-8731,C4NC Family Learning Center @ Tynan,46774948,,1587421,2439684,4/18/2018,5/22/2018,Y,N,Non-Serious,Other,nurse maid elbow,Other,,Child in care at the operation
Licensed Center,1520783,Pre-K 4 SA - North Education Center,,,1587529,2439587,4/18/2018,5/16/2018,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1532108,"Children's Park North, Inc.",,0,1587365,2439520,4/18/2018,6/13/2018,Y,N,Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1566376,Texas Kids Childcare,,0,1587371,2439611,4/18/2018,5/11/2018,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,1569417,Oak Haven Kids Club,,,1587400,2439692,4/18/2018,5/16/2018,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,1579767,Kyle's Bright Beginnings,46774949,70676199,1587392,2439627,4/18/2018,6/1/2018,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,1592946,First Kids Academy,,0,1587403,2439657,4/18/2018,4/30/2018,Y,N,Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1627449,Xplor,,0,1587382,2439557,4/18/2018,4/30/2018,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1630030-5052,AVANCE-EHS Early Education Center @ Fenley,,,1587446,2439476,4/18/2018,5/15/2018,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,Fence,Child in care at the operation
Licensed Center,1630686,"The Village Kids, LLC",,,1587618,2439626,4/18/2018,4/23/2018,Y,N,Non-Serious,Contusion,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1642889,Alamo/Guerra Elementary,,,1587406,2439707,4/18/2018,5/8/2018,Y,N,Non-Serious,Other,stepped on finger,Other,,Child in care at the operation
Licensed Center,1664125,Primrose School of Plano at Headquarters,46776788,0,1587407,2439675,4/18/2018,5/14/2018,Y,N,Non-Serious,Other,loss of hair,Discipline,Pull hair,Child in care at the operation
Licensed Center,1669637,Premier Academy,,,1587357,2439583,4/18/2018,5/4/2018,Y,N,Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,17744,First Baptist Child Development Center and Preschool,,,1587617,2439533,4/18/2018,4/23/2018,Y,N,Non-Serious,Mouth/Eye/Ear,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,216030-684,Pflugerville La Petite Academy,,0,1587509,2440062,4/18/2018,6/14/2018,Y,N,Non-Serious,Laceration,,Other,,Child in care at the operation
Licensed Center,502184-684,La Petite Academy - Cypress Creek,,0,1587380,2439629,4/18/2018,5/17/2018,Y,N,Serious,Fracture,,Outdoor Equipment/Structure,Tripping/Falling,Child in care at the operation
Licensed Center,519202,Kids Gone Corporate,,,1587548,2439566,4/18/2018,4/20/2018,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,824600,Compass Christian Preschool,,,1587414,2439632,4/18/2018,6/14/2018,Y,N,Non-Serious,Contusion,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,844168,Martin Luther Lutheran Church Day School,46778499,70680162,1587445,2439824,4/18/2018,5/17/2018,Y,N,Non-Serious,Contusion,,Other,,Child in care at the operation
Licensed Center,850840,Spears Elementary Alphabest,,,1587393,2439649,4/18/2018,4/25/2018,Y,N,Non-Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,854631,All My Children Day Care Center,,,1587458,2439661,4/18/2018,5/11/2018,Y,N,Non-Serious,Mouth/Eye/Ear,,Other,,Child in care at the operation
Licensed Center,870525,Kids Corral,,,1587501,2439709,4/18/2018,4/27/2018,Y,N,Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,872120,Community Bible Church Kids Day Out,,,1587485,2439635,4/18/2018,5/4/2018,Y,N,Non-Serious,Contusion,nose,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1031027-5052,Head Start-Avance San Antonio @ Fenley Center,46787067,70688441,1587552,2440268,4/19/2018,5/18/2018,Y,N,Non-Serious,Contusion,,Discipline,Grabbing,Child in care at the operation
Licensed Center,1060730,"The Children's Garden, A Place to Bloom",,,1587540,2440051,4/19/2018,4/20/2018,Y,N,Non-Serious,Other,insect bite,Other,,Child in care at the operation
Licensed Center,1318508,First United Methodist Church Child Development Center,,0,1587475,2439896,4/19/2018,4/23/2018,Y,N,Non-Serious,Other,Chin,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,14169-704,Carver Early Learning Center,,,1587452,2439852,4/19/2018,5/14/2018,Y,N,Non-Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,1488147,PISD Riojas Elementary Extended Day Program,,0,1587530,2440104,4/19/2018,5/9/2018,Y,N,Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1502257-4591,Latchkey at Kolda,,0,1587537,2440107,4/19/2018,5/30/2018,Y,N,Non-Serious,Other,goose-egg bump ,Self-Inflicted,ran into swing ,Child in care at the operation
Licensed Center,1517502,Kids Campus Child Care,,,1587489,2439933,4/19/2018,5/24/2018,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,152450,Texarkana Special Education Center,,0,1587484,2439902,4/19/2018,6/15/2018,Y,N,Non-Serious,Contusion,,Other,,Child in care at the operation
Licensed Center,152963,"Amarillo Wesley Community Center, Inc.",,0,1587450,2439840,4/19/2018,4/20/2018,Y,N,Non-Serious,Brain,,Other,,Child in care at the operation
Licensed Center,1533835,Gingerbread Kids Academy,,0,1587493,2439925,4/19/2018,5/18/2018,Y,N,Non-Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,1542181-6191,SALAZAR EARLY HEADSTART,,0,1587492,2439958,4/19/2018,4/26/2018,Y,N,Serious,Fracture,,Other,,Child in care at the operation
Licensed Center,1627411,Castle Creek Christian Academy,,,1587559,2440058,4/19/2018,5/1/2018,Y,N,Non-Serious,Contusion,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,1628187,Xplor-Georgetown-Austin,,,1587500,2439974,4/19/2018,4/27/2018,Y,N,Serious,Fracture,,Outdoor Equipment/Structure,,Child in care at the operation
Licensed Center,1640246,Promiseland Learning Center,,,1587743,2440060,4/19/2018,6/12/2018,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,wall,Child in care at the operation
Licensed Center,1658175,The Primary Leadership Academy,,,1587466,2439863,4/19/2018,5/7/2018,Y,N,Non-Serious,Other,human bite,Other,,Child in care at the operation
Licensed Center,1659344-6191,Mary Helen Berlanga Head Start,,,1587507,2440050,4/19/2018,5/31/2018,Y,N,Non-Serious,Other,swelling of fingers,Other,,Child in care at the operation
Licensed Center,1660952,Imagination Station Academy 4,,0,1587471,2439884,4/19/2018,4/23/2018,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,193255,Lakewood Christian Church CDC,,0,1587439,2439747,4/19/2018,4/30/2018,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,22850-5213,Buttercup House Inc,,0,1587494,2439950,4/19/2018,5/9/2018,Y,N,Non-Serious,Laceration,,Indoor Equipment/Structure,,Child in care at the operation
Licensed Center,410791-906,Sanchez Extend A Care,,0,1587505,2440033,4/19/2018,5/21/2018,Y,N,Non-Serious,Laceration,,Outdoor Equipment/Structure,,Child in care at the operation
