activity_type,self_report,activity_date,activity_id,operation_number,operation_id,operation_type,operation_name,location_address,mailing_address,county,type_of_issuance,issuance_date,conditions_on_permit,accepts_child_care_subsidies,total_capacity,licensed_to_serve_ages,corrective_action,adverse_action,temporarily_closed,programmatic_services,treatment_services,deficiency_high,deficiency_medium_high,deficiency_medium,deficiency_medium_low,deficiency_low,total_inspections,total_assessments,total_reports,total_self_reports,location_address_geo,related_violation,injury_detail
REPORT,N,2016-05-18,428416487,517442,142645,Licensed Center,Solid Rock Christian Center for Learning Inc,100 N PROMENADE ST  HALLETTSVILLE TX- 77964 2732,100 N PROMENADE ST  HALLETTSVILLE TX- 77964 2732,LAVACA,Full Permit,02/05/1996,NO,N,81,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,6,0,0,1,13,0,3,1,"100 N PROMENADE ST HALLETTSVILLE TX- 77964 2732
(30.420916, -95.613201)",,7s
REPORT,Y,2017-01-26,428425799,908748,370040,Licensed Center,Meadow Oaks Academy Inc.,1412 S BELT LINE RD  MESQUITE TX- 75149 5941,1412 S BELT LINE RD  MESQUITE TX- 75149 5941,DALLAS,Full Permit,12/09/2008,YES,N,454,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,2,0,1,0,5,0,0,1,"1412 S BELT LINE RD MESQUITE TX- 75149 5941
(32.748089, -96.596491)",,2a
REPORT,Y,2017-01-26,428425799,908748,370040,Licensed Center,Meadow Oaks Academy Inc.,1412 S BELT LINE RD  MESQUITE TX- 75149 5941,1412 S BELT LINE RD  MESQUITE TX- 75149 5941,DALLAS,Full Permit,12/09/2008,YES,N,454,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,2,0,1,0,5,0,0,1,"1412 S BELT LINE RD MESQUITE TX- 75149 5941
(32.748089, -96.596491)",,7s
REPORT,Y,2017-11-09,428427030,1021766,508348,Licensed Center,Whitt Early Childhood Learning Center,3320 S EDELWEISS DR  GRAND PRAIRIE TX- 75052 6232,3320 S EDELWEISS DR  GRAND PRAIRIE TX- 75052 6232,DALLAS,Full Permit,01/22/2010,NO,Y,30,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,1,0,0,0,5,0,0,1,"3320 S EDELWEISS DR GRAND PRAIRIE TX- 75052 6232
",,2a
REPORT,Y,2017-11-09,428427030,1021766,508348,Licensed Center,Whitt Early Childhood Learning Center,3320 S EDELWEISS DR  GRAND PRAIRIE TX- 75052 6232,3320 S EDELWEISS DR  GRAND PRAIRIE TX- 75052 6232,DALLAS,Full Permit,01/22/2010,NO,Y,30,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,1,0,0,0,5,0,0,1,"3320 S EDELWEISS DR GRAND PRAIRIE TX- 75052 6232
",,7s
REPORT,N,2016-06-09,428424790,878835,324252,Licensed Center,4 Our Kids Learning Academy,7625 GARTH RD  BAYTOWN TX- 77521 7714,7625 GARTH RD  BAYTOWN TX- 77521 7714,HARRIS,Full Permit,02/19/2008,YES,Y,200,"Infant,Toddler,Pre-Kindergarten,School",YES,NO,NO,,,21,41,12,0,0,23,1,13,0,"7625 GARTH RD BAYTOWN TX- 77521 7714
(29.811365, -94.982938)",,3i
REPORT,N,2017-02-16,428436616,1624179,1242223,Registered Child-Care Home,Antoinette  Gaspard,5219 CAIRNLEIGH DR  HOUSTON TX- 77084 1903,5219 CAIRNLEIGH DR  HOUSTON TX- 77084 1903,HARRIS,Registered,04/28/2016,NO,N,12,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,2,1,0,0,4,0,1,0,"5219 CAIRNLEIGH DR HOUSTON TX- 77084 1903
(29.854732, -95.654801)",4s,2a
REPORT,N,2017-02-16,428436616,1624179,1242223,Registered Child-Care Home,Antoinette  Gaspard,5219 CAIRNLEIGH DR  HOUSTON TX- 77084 1903,5219 CAIRNLEIGH DR  HOUSTON TX- 77084 1903,HARRIS,Registered,04/28/2016,NO,N,12,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,2,1,0,0,4,0,1,0,"5219 CAIRNLEIGH DR HOUSTON TX- 77084 1903
(29.854732, -95.654801)",4s,7s
REPORT,Y,2016-08-11,428428315,1181706,705668,Licensed Center,Compass Childrens Academy,10332 WESTPOINT BLVD  FORT WORTH TX- 76108 4081,10332 WESTPOINT BLVD  FORT WORTH TX- 76108 4081,TARRANT,Full Permit,06/30/2011,NO,Y,191,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,1,2,0,0,11,0,4,2,"10332 WESTPOINT BLVD FORT WORTH TX- 76108 4081
",4s,2a
REPORT,Y,2016-08-11,428428315,1181706,705668,Licensed Center,Compass Childrens Academy,10332 WESTPOINT BLVD  FORT WORTH TX- 76108 4081,10332 WESTPOINT BLVD  FORT WORTH TX- 76108 4081,TARRANT,Full Permit,06/30/2011,NO,Y,191,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,1,2,0,0,11,0,4,2,"10332 WESTPOINT BLVD FORT WORTH TX- 76108 4081
",1f,2a
REPORT,Y,2016-08-11,428428315,1181706,705668,Licensed Center,Compass Childrens Academy,10332 WESTPOINT BLVD  FORT WORTH TX- 76108 4081,10332 WESTPOINT BLVD  FORT WORTH TX- 76108 4081,TARRANT,Full Permit,06/30/2011,NO,Y,191,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,1,2,0,0,11,0,4,2,"10332 WESTPOINT BLVD FORT WORTH TX- 76108 4081
",4s,7s
REPORT,Y,2016-08-11,428428315,1181706,705668,Licensed Center,Compass Childrens Academy,10332 WESTPOINT BLVD  FORT WORTH TX- 76108 4081,10332 WESTPOINT BLVD  FORT WORTH TX- 76108 4081,TARRANT,Full Permit,06/30/2011,NO,Y,191,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,1,2,0,0,11,0,4,2,"10332 WESTPOINT BLVD FORT WORTH TX- 76108 4081
",1f,7s
REPORT,N,2017-05-09,428412632,123156,96417,Licensed Center,Montessori Child Development,11103 MILLS RD  CYPRESS TX- 77429 3008,11103 MILLS RD  CYPRESS TX- 77429 3008,HARRIS,Full Permit,02/15/1994,NO,N,140,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,5,4,1,1,0,9,0,3,0,"11103 MILLS RD CYPRESS TX- 77429 3008
(29.961059, -95.586736)",,3i
REPORT,Y,2016-07-28,428415549,417797- 5213,128129,Licensed Center,Buttercup House Babyland,107 UNION ST  BORGER TX- 79007 6019,107 UNION ST  BORGER TX- 79007 6019,HUTCHINSON,Full Permit,04/20/1993,NO,Y,53,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,1,0,0,0,0,5,0,0,1,"107 UNION ST BORGER TX- 79007 6019
(34.862993, -92.107504)",,2a
REPORT,Y,2016-07-28,428415549,417797- 5213,128129,Licensed Center,Buttercup House Babyland,107 UNION ST  BORGER TX- 79007 6019,107 UNION ST  BORGER TX- 79007 6019,HUTCHINSON,Full Permit,04/20/1993,NO,Y,53,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,1,0,0,0,0,5,0,0,1,"107 UNION ST BORGER TX- 79007 6019
(34.862993, -92.107504)",,7s
REPORT,N,2016-11-02,428412714,129076- 684,96652,Licensed Center,La Petite Academy Marbach,8796 MARBACH RD  SAN ANTONIO TX- 78227 2345,8796 MARBACH RD  SAN ANTONIO TX- 78227 2345,BEXAR,Full Permit,09/29/1986,NO,Y,120,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,12,7,0,0,27,0,6,9,"8796 MARBACH RD SAN ANTONIO TX- 78227 2345
(29.417854, -98.65872)",,7s
REPORT,N,2017-01-13,428427312,1046506,537208,Licensed Center,A Brighter Day Quality Learning Center,8030 FM 1765 STE A101 TEXAS CITY TX- 77591 3689,8030 FM 1765 STE A101 TEXAS CITY TX- 77591 3689,GALVESTON,Full Permit,12/16/2009,YES,Y,180,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,2,1,0,0,4,0,1,0,"8030 FM 1765 STE A101 TEXAS CITY TX- 77591 3689
",,2a
REPORT,N,2017-01-13,428427312,1046506,537208,Licensed Center,A Brighter Day Quality Learning Center,8030 FM 1765 STE A101 TEXAS CITY TX- 77591 3689,8030 FM 1765 STE A101 TEXAS CITY TX- 77591 3689,GALVESTON,Full Permit,12/16/2009,YES,Y,180,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,2,1,0,0,4,0,1,0,"8030 FM 1765 STE A101 TEXAS CITY TX- 77591 3689
",,7s
REPORT,N,2017-04-12,428437809,1648895,1272538,Licensed Center,Tyler Christian Preschool,225 WINCHESTER DR  TYLER TX- 75701 8847,225 WINCHESTER DR  TYLER TX- 75701 8847,SMITH,Full Permit,03/14/2017,NO,Y,128,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,0,2,0,0,11,0,1,1,"225 WINCHESTER DR TYLER TX- 75701 8847
(33.744056, -84.962226)",,2a
REPORT,N,2017-04-12,428437809,1648895,1272538,Licensed Center,Tyler Christian Preschool,225 WINCHESTER DR  TYLER TX- 75701 8847,225 WINCHESTER DR  TYLER TX- 75701 8847,SMITH,Full Permit,03/14/2017,NO,Y,128,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,0,2,0,0,11,0,1,1,"225 WINCHESTER DR TYLER TX- 75701 8847
(33.744056, -84.962226)",,7s
REPORT,Y,2017-07-31,428421215,841317,255261,Licensed Center,Country Kids Academy,21002 ENCINO COMMONS  SAN ANTONIO TX- 78259 2716,21002 ENCINO COMMONS  SAN ANTONIO TX- 78259 2716,BEXAR,Full Permit,02/11/2005,NO,N,154,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,1,1,0,0,10,0,4,3,"21002 ENCINO COMMONS SAN ANTONIO TX- 78259 2716
(29.636942, -98.45121)",,3i
REPORT,Y,2016-03-04,428431015,1498631,1092344,Licensed Center,Barber's Creekside Kids,569 ACR 2711  TENNESSEE COLONY TX- 75861,PO BOX 249  TENNESSEE COLONY TX- 75861 0249,ANDERSON,Full Permit,03/14/2013,NO,Y,43,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,0,0,0,0,4,0,0,1,"569 ACR 2711 TENNESSEE COLONY TX- 75861
",,2a
REPORT,Y,2016-03-04,428431015,1498631,1092344,Licensed Center,Barber's Creekside Kids,569 ACR 2711  TENNESSEE COLONY TX- 75861,PO BOX 249  TENNESSEE COLONY TX- 75861 0249,ANDERSON,Full Permit,03/14/2013,NO,Y,43,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,0,0,0,0,4,0,0,1,"569 ACR 2711 TENNESSEE COLONY TX- 75861
",,7s
REPORT,Y,2017-03-03,428421286,842056,256821,Licensed Center,Mansfield After-School Care @ Elizabeth Smith,701 HOLLAND ST  MANSFIELD TX- 76063,PO BOX 406  MANSFIELD TX- 76063 0406,TARRANT,Full Permit,02/28/2005,NO,N,100,School,NO,NO,NO,,,1,1,0,0,0,6,0,0,1,"701 HOLLAND ST MANSFIELD TX- 76063
(42.129541, -80.080653)",4s,7s
REPORT,Y,2016-02-23,428433960,1548306,1156648,Licensed Center,Primrose School of the Westchase District,3191 BRIARPARK DR  HOUSTON TX- 77042 3707,3191 BRIARPARK DR  HOUSTON TX- 77042 3707,HARRIS,Full Permit,02/11/2015,YES,N,227,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,1,0,0,0,3,0,0,1,"3191 BRIARPARK DR HOUSTON TX- 77042 3707
(29.730652, -95.548973)",,2a
REPORT,Y,2016-02-23,428433960,1548306,1156648,Licensed Center,Primrose School of the Westchase District,3191 BRIARPARK DR  HOUSTON TX- 77042 3707,3191 BRIARPARK DR  HOUSTON TX- 77042 3707,HARRIS,Full Permit,02/11/2015,YES,N,227,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,1,0,0,0,3,0,0,1,"3191 BRIARPARK DR HOUSTON TX- 77042 3707
(29.730652, -95.548973)",,7s
REPORT,N,2017-09-22,428430474,1434067,1009994,Licensed Center,Primrose School of Vista Ridge,910 N VISTA RIDGE BLVD  CEDAR PARK TX- 78613 7569,910 N VISTA RIDGE BLVD  CEDAR PARK TX- 78613 7569,WILLIAMSON,Full Permit,05/17/2012,NO,N,195,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,5,0,0,0,0,14,0,2,6,"910 N VISTA RIDGE BLVD CEDAR PARK TX- 78613 7569
",4s,2a
REPORT,N,2017-09-22,428430474,1434067,1009994,Licensed Center,Primrose School of Vista Ridge,910 N VISTA RIDGE BLVD  CEDAR PARK TX- 78613 7569,910 N VISTA RIDGE BLVD  CEDAR PARK TX- 78613 7569,WILLIAMSON,Full Permit,05/17/2012,NO,N,195,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,5,0,0,0,0,14,0,2,6,"910 N VISTA RIDGE BLVD CEDAR PARK TX- 78613 7569
",4s,7s
REPORT,N,2017-08-21,428413236,183817,99234,Licensed Center,Kids World Day Care Center,7790 MAINLAND DR  SAN ANTONIO TX- 78250 6011,7790 MAINLAND DR  SAN ANTONIO TX- 78250 6011,BEXAR,Full Permit,01/08/1998,NO,Y,125,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,8,2,0,1,11,0,4,0,"7790 MAINLAND DR SAN ANTONIO TX- 78250 6011
(29.510439, -98.641392)",2r,
REPORT,N,2016-11-03,428423754,862073,298168,Licensed Center,Childrens Center of Austin,4308 N QUINLAN PARK RD STE 100 AUSTIN TX- 78732 6071,4308 N QUINLAN PARK RD STE 100 AUSTIN TX- 78732 6071,TRAVIS,Full Permit,01/10/2007,NO,N,236,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,3,3,0,0,7,0,2,0,"4308 N QUINLAN PARK RD STE 100 AUSTIN TX- 78732 6071
",2r,
REPORT,Y,2017-01-17,428421069,840007,252393,Licensed Center,Tahoka ISD Child Care,1925 AVE O  TAHOKA TX- 79373,PO BOX 1230  TAHOKA TX- 79373 1230,LYNN,Full Permit,02/10/2005,YES,N,30,"Infant,Toddler,Pre-Kindergarten",NO,NO,NO,,,7,5,3,0,0,19,0,2,2,"1925 AVE O TAHOKA TX- 79373
",,
REPORT,N,2017-06-30,428431610,1510701,1106582,Licensed Center,Grandma's Garden,18555 FM 1488 RD  MAGNOLIA TX- 77354 5237,18555 FM 1488 RD  MAGNOLIA TX- 77354 5237,MONTGOMERY,Full Permit,08/29/2013,YES,Y,170,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,5,7,0,0,0,6,0,2,1,"18555 FM 1488 RD MAGNOLIA TX- 77354 5237
(30.213291, -95.752653)",2r,
REPORT,Y,2016-08-04,428424331,870525,312725,Licensed Center,Kids Corral,1751 FM 2931  PROVIDENCE VILLAGE TX- 76227 5274,1751 FM 2931  PROVIDENCE VILLAGE TX- 76227 5274,DENTON,Full Permit,08/27/2007,NO,Y,225,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,4,3,0,0,16,0,4,9,"1751 FM 2931 PROVIDENCE VILLAGE TX- 76227 5274
",,
REPORT,Y,2016-04-15,428431054,1500315,1094471,Licensed Center,"Noahs Ark Learning Center, Inc",4030 PIONEER RD  BALCH SPRINGS TX- 75180 3013,4030 PIONEER RD  BALCH SPRINGS TX- 75180 3013,DALLAS,Full Permit,04/24/2013,NO,Y,128,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,5,3,0,1,25,0,3,2,"4030 PIONEER RD BALCH SPRINGS TX- 75180 3013
",4s,
REPORT,N,2017-08-01,428424507,874677,318137,Licensed Center,Miles Ahead Child Care Development Center,3301 E RANCIER AVE STE 111B KILLEEN TX- 76543 7811,PO BOX 2314  HARKER HEIGHTS TX- 76548 0314,BELL,Full Permit,03/26/2008,NO,Y,144,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,12,9,4,0,0,19,0,4,1,"3301 E RANCIER AVE STE 111B KILLEEN TX- 76543 7811
",2r,
REPORT,N,2016-08-02,428429454,1324899,879966,Licensed Center,Marlandwood Daycare,969 MARLANDWOOD RD STE 105 TEMPLE TX- 76502 3369,969 MARLANDWOOD RD STE 105 TEMPLE TX- 76502 3369,BELL,Full Permit,12/15/2011,NO,Y,135,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,10,9,3,0,0,17,0,4,1,"969 MARLANDWOOD RD STE 105 TEMPLE TX- 76502 3369
",4s,
REPORT,N,2016-08-02,428429454,1324899,879966,Licensed Center,Marlandwood Daycare,969 MARLANDWOOD RD STE 105 TEMPLE TX- 76502 3369,969 MARLANDWOOD RD STE 105 TEMPLE TX- 76502 3369,BELL,Full Permit,12/15/2011,NO,Y,135,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,10,9,3,0,0,17,0,4,1,"969 MARLANDWOOD RD STE 105 TEMPLE TX- 76502 3369
",2r,
REPORT,N,2017-08-04,428425002,885731,337968,Licensed Center,Mama Bears Day Care,512 N CHERRY LN  FORT WORTH TX- 76108 1930,512 N CHERRY LN  FORT WORTH TX- 76108 1930,TARRANT,Full Permit,05/21/2008,NO,Y,80,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,10,4,1,1,0,10,0,3,0,"512 N CHERRY LN FORT WORTH TX- 76108 1930
",4s,
REPORT,Y,2017-09-13,428417814,543732,161334,Licensed Center,Summit Christian Academy,3122 MONTGOMERY RD  HUNTSVILLE TX- 77340 6024,PO BOX 1590  HUNTSVILLE TX- 77342 1590,WALKER,Full Permit,02/22/2000,NO,Y,64,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,10,17,9,1,2,12,0,0,2,"3122 MONTGOMERY RD HUNTSVILLE TX- 77340 6024
(30.696114, -95.551949)",4s,
REPORT,N,2017-06-23,428412563,114074,96059,Licensed Center,Kindercare Learning Center No.266,2524 MCDONALD RD  TYLER TX- 75701 5932,2524 MCDONALD RD  TYLER TX- 75701 5932,SMITH,Full Permit,11/24/1986,NO,Y,118,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,13,14,5,2,9,33,0,6,8,"2524 MCDONALD RD TYLER TX- 75701 5932
(32.322608, -95.267895)",,
REPORT,Y,2015-12-15,428412674,127167- 684,96585,Licensed Center,La Petite Academy,1835 E FRANKFORD RD  CARROLLTON TX- 75007 5213,1835 E FRANKFORD RD  CARROLLTON TX- 75007 5213,DENTON,Full Permit,12/05/1986,NO,Y,112,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,2,2,0,0,7,0,2,2,"1835 E FRANKFORD RD CARROLLTON TX- 75007 5213
(33.00022, -96.888302)",2r,
REPORT,N,2017-08-24,428421136,840535,253533,Licensed Center,Kids R Kids,15111 AVERY RANCH BLVD  AUSTIN TX- 78717 3945,15111 AVERY RANCH BLVD  AUSTIN TX- 78717 3945,WILLIAMSON,Full Permit,01/25/2005,NO,Y,339,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,2,0,0,0,17,0,5,3,"15111 AVERY RANCH BLVD AUSTIN TX- 78717 3945
(30.499099, -97.772557)",2r,
REPORT,Y,2016-05-12,428420524,833560,237716,Licensed Center,Wanda Meshack Smith Head Start,3950 GANNON LN  DALLAS TX- 75237 2919,3950 GANNON LN  DALLAS TX- 75237 2919,DALLAS,Full Permit,06/25/2004,NO,N,221,"Pre-Kindergarten,School",NO,NO,NO,,,3,1,0,0,0,13,0,0,6,"3950 GANNON LN DALLAS TX- 75237 2919
(32.653311, -96.883137)",4s,
REPORT,N,2016-04-15,428416542,519018,143842,Licensed Center,Living Word Christian Day Care,1719 JJ FLEWELLEN  WACO TX- 76704,PO BOX 154974  WACO TX- 76715 4974,MCLENNAN,Full Permit,01/09/1997,NO,Y,119,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,3,1,0,1,14,0,5,5,"1719 JJ FLEWELLEN WACO TX- 76704
",,
REPORT,N,2017-10-31,428437272,1630884,1251327,Licensed Center,KCE Champions LLC @Highland Park,901 E DREXEL AVE  SAN ANTONIO TX- 78210 3105,901 E DREXEL AVE  SAN ANTONIO TX- 78210 3105,BEXAR,Full Permit,08/03/2017,NO,Y,40,School,NO,NO,NO,,,3,4,2,0,0,9,0,2,0,"901 E DREXEL AVE SAN ANTONIO TX- 78210 3105
(42.901017, -87.900053)",,
REPORT,Y,2016-12-05,428429484,1335146,893028,Licensed Center,Kids R Kids of Bella Terra,31 PARKWAY LAKE CT  RICHMOND TX- 77407 3902,31 PARKWAY LAKE CT  RICHMOND TX- 77407 3902,FORT BEND,Full Permit,12/19/2011,YES,N,250,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,6,1,0,0,9,0,5,3,"31 PARKWAY LAKE CT RICHMOND TX- 77407 3902
",4s,
REPORT,Y,2017-08-24,428437670,1644124,1266747,Licensed Center,Kiddie Academy,1814 E GRIFFIN PKWY  MISSION TX- 78572 3105,1814 E GRIFFIN PKWY  MISSION TX- 78572 3105,HIDALGO,Full Permit,08/01/2017,YES,Y,119,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,0,0,0,0,5,0,0,1,"1814 E GRIFFIN PKWY MISSION TX- 78572 3105
",4s,
REPORT,Y,2017-05-15,428434403,1557243,1168078,Licensed Center,Bridge Point Academy,12801 BROADWAY ST  PEARLAND TX- 77584 1928,12801 BROADWAY ST  PEARLAND TX- 77584 1928,BRAZORIA,Full Permit,06/10/2015,NO,N,141,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,5,2,2,0,1,7,0,3,1,"12801 BROADWAY ST PEARLAND TX- 77584 1928
(42.895128, -78.510258)",,
REPORT,N,2017-08-31,428415441,412284,123665,Licensed Center,Villa Alegre Head Start Center,3501 EAGLE PASS AVE  LAREDO TX- 78041 5524,PO BOX 2397  LAREDO TX- 78044 2397,WEBB,Full Permit,05/28/1992,NO,N,139,"Pre-Kindergarten,School",NO,NO,NO,,,1,0,2,0,0,4,0,1,1,"3501 EAGLE PASS AVE LAREDO TX- 78041 5524
(27.531699, -99.516687)",,
REPORT,Y,2017-03-22,428411367,26127,94407,Licensed Center,Baptist Temple Day Care Center,901 E DREXEL AVE  SAN ANTONIO TX- 78210 3105,901 E DREXEL AVE  SAN ANTONIO TX- 78210 3105,BEXAR,Full Permit,08/12/1987,NO,Y,234,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,11,2,0,2,16,1,6,2,"901 E DREXEL AVE SAN ANTONIO TX- 78210 3105
(29.400563, -98.456112)",,
REPORT,N,2017-02-21,428422595,852556,279315,Licensed Center,Adventure Kids Playcare,621 E SOUTHLAKE BLVD STE C SOUTHLAKE TX- 76092 6237,621 E SOUTHLAKE BLVD STE C SOUTHLAKE TX- 76092 6237,TARRANT,Full Permit,01/30/2006,NO,N,90,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,13,6,0,0,14,1,3,1,"621 E SOUTHLAKE BLVD STE C SOUTHLAKE TX- 76092 6237
",4s,
REPORT,Y,2017-09-29,428416441,517024,142313,Licensed Center,Prodigy Child Development Center,2300 CEDAR BEND DR  AUSTIN TX- 78758 5329,2300 CEDAR BEND DR  AUSTIN TX- 78758 5329,TRAVIS,Full Permit,03/20/1996,NO,Y,168,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,0,0,0,0,9,0,3,2,"2300 CEDAR BEND DR AUSTIN TX- 78758 5329
(30.412303, -97.702633)",,
REPORT,Y,2017-10-30,428422309,851330,276776,Licensed Center,Discovery Learning Center,2314 INDIAN TRL  HARKER HEIGHTS TX- 76548 2205,PO BOX 2583  HARKER HEIGHTS TX- 76548 0583,BELL,Full Permit,02/02/2006,NO,Y,43,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,2,1,0,0,8,0,2,1,"2314 INDIAN TRL HARKER HEIGHTS TX- 76548 2205
",4s,
REPORT,Y,2017-10-30,428422309,851330,276776,Licensed Center,Discovery Learning Center,2314 INDIAN TRL  HARKER HEIGHTS TX- 76548 2205,PO BOX 2583  HARKER HEIGHTS TX- 76548 0583,BELL,Full Permit,02/02/2006,NO,Y,43,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,2,1,0,0,8,0,2,1,"2314 INDIAN TRL HARKER HEIGHTS TX- 76548 2205
",1f,
REPORT,Y,2017-05-12,428415212,401371,116683,Licensed Center,Dallas Day School,4242 OFFICE PKWY  DALLAS TX- 75204 3629,4242 OFFICE PKWY  DALLAS TX- 75204 3629,DALLAS,Full Permit,08/03/1993,NO,Y,200,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,9,7,3,0,0,15,0,3,2,"4242 OFFICE PKWY DALLAS TX- 75204 3629
(32.80593, -96.787164)",4s,
REPORT,Y,2017-04-06,428417270,534063,153733,Licensed Center,"Today School for Children, Inc.",900 W GROVE ST  KAUFMAN TX- 75142 1826,900 W GROVE ST  KAUFMAN TX- 75142 1826,KAUFMAN,Full Permit,01/16/1998,NO,Y,259,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,8,2,1,1,13,0,6,1,"900 W GROVE ST KAUFMAN TX- 75142 1826
(32.590001, -96.317003)",,
REPORT,Y,2016-04-25,428414399,242467,106378,Licensed Center,Temple Christian Child Care,5105 W ADAMS AVE  TEMPLE TX- 76502 4805,5105 W ADAMS AVE  TEMPLE TX- 76502 4805,BELL,Full Permit,11/15/1993,NO,Y,103,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,5,1,0,0,12,0,2,2,"5105 W ADAMS AVE TEMPLE TX- 76502 4805
(31.112192, -97.395809)",4s,
REPORT,N,2016-05-04,428427826,1104786,607968,Licensed Center,First Place Learning Academy,501 TURNER ST  COPPERAS COVE TX- 76522 2243,501 TURNER ST  COPPERAS COVE TX- 76522 2243,CORYELL,Full Permit,09/27/2010,NO,Y,102,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,5,0,0,0,7,0,2,0,"501 TURNER ST COPPERAS COVE TX- 76522 2243
",2r,
REPORT,Y,2017-11-30,428419544,818407,208186,Licensed Center,Greenville Avenue Child Development Center,1013 S GREENVILLE AVE  RICHARDSON TX- 75081 5534,1013 S GREENVILLE AVE  RICHARDSON TX- 75081 5534,DALLAS,Full Permit,01/06/2003,NO,Y,83,"Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,1,5,0,1,4,0,0,2,"1013 S GREENVILLE AVE RICHARDSON TX- 75081 5534
(32.934002, -96.735597)",,
REPORT,Y,2016-09-30,428415289,404527- 750,118631,Licensed Center,YWCAre at Williams Elementary,4812 58TH ST  LUBBOCK TX- 79414 4138,3101 35TH ST  LUBBOCK TX- 79413 2312,LUBBOCK,Full Permit,05/07/1991,NO,Y,50,"Pre-Kindergarten,School",NO,NO,NO,,,1,7,4,1,0,10,0,1,4,"4812 58TH ST LUBBOCK TX- 79414 4138
(33.541535, -101.914823)",4s,
REPORT,N,2017-11-13,428423121,857540,289693,Licensed Center,La Branch Child Development Center,2320 LA BRANCH ST  HOUSTON TX- 77004 1002,2320 LA BRANCH ST  HOUSTON TX- 77004 1002,HARRIS,Full Permit,08/15/2006,NO,N,84,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,0,3,0,0,6,0,2,0,"2320 LA BRANCH ST HOUSTON TX- 77004 1002
(29.744227, -95.368642)",,
