NARRATIVE,STANDARD_NUMBER_DESCRIPTION,CORRECTED_DATE,DATE_CORRECTION_VERIFIED,OPERATION_ID
A child was injured from falling while climbing a rope ladder.  The child was 2 and did not have the motor skills to safely use the playground equipment.  The caregivers were too far away to intervene when the child fell.,"749.2593(b)(1) - Supervision-When supervising a child, a caregiver must take into account the child's age",11/15/2016 12:00:00 AM,11/15/2016 12:00:00 AM,95711
A foster parent parked on the shoulder of a highway during transport. A pre-teen in care was asked to get out of the car on the active highway. No injuries occurred.,"749.2593(b)(4) - Supervision-When supervising a child, a caregiver must take into account the surrounding circumstances, hazards, and risks",01/15/2016 12:00:00 AM,01/12/2016 12:00:00 AM,142532
The caregiver did not provide elevated supervision when taking a child to the skateboard park. The child was seriously injured and had to call the foster parent at the foster home for help.,"749.2593(b)(4) - Supervision-When supervising a child, a caregiver must take into account the surrounding circumstances, hazards, and risks",12/04/2015 12:00:00 AM,12/08/2015 12:00:00 AM,1150296
A caregiver allowed a child to sleep in a twin bed (not toddler)having knowledge of a child being active and known to jump on beds.  This resulted in injury to the child.,"749.2593(b)(4) - Supervision-When supervising a child, a caregiver must take into account the surrounding circumstances, hazards, and risks",08/05/2016 12:00:00 AM,07/11/2016 12:00:00 AM,269604
"A child in care was attacked by a dog, sustaining serious injury.","749.2593(b)(4) - Supervision-When supervising a child, a caregiver must take into account the surrounding circumstances, hazards, and risks",08/19/2016 12:00:00 AM,08/15/2016 12:00:00 AM,269604
"A young child in care sustained an injury to a vital body area. Due to this child's age and service plan, this child was to be supervised at all times.  The child's caregiver did not witness how the child sustained this injury.  The caregiver allowed the child to play unsupervised in areas of the home.",749.2593(c)(6) - Supervision-Caregivers counted in child/caregiver ratio must implement and follow the children's service plans,10/28/2016 12:00:00 AM,10/27/2016 12:00:00 AM,269604
Caregiver did not provide the necessary supervision to ensure children's safety. Lack of supervision caused child in care to sustain injury.,749.2593(c)(6) - Supervision-Caregivers counted in child/caregiver ratio must implement and follow the children's service plans,03/13/2017 12:00:00 AM,03/23/2017 12:00:00 AM,105204
Caregiver failed to provide adequate placement for child in care which may have caused serious injury or fatality.,749.2605(b)(9) - Reasonable & prudent parent standard-must consider the supervision instructions in the child's service plan,05/08/2017 12:00:00 AM,05/22/2017 12:00:00 AM,1105182
"It was found that a child in care injured another child with an axe, that was left accessible to the children in care by the caregiver.",749.2915 - Dangerous Tools-A foster home must store dangerous tools and equipment inaccessible to children; used by children with appropriate supervision,05/01/2017 12:00:00 AM,05/11/2017 12:00:00 AM,577069
Caregivers had knowledge that a young child flipped into a pool several times. The caregivers did not prevent the child from or assist the child in these activities. The activity resulted in an injury which required medical attention.,749.3135(a) - Bodies of Water-caregivers must use prudent judgment and ensure children in care are protected from unsupervised access to water,11/15/2016 12:00:00 AM,11/11/2016 12:00:00 AM,296126
A child in care was seen in the emergency room on 9/3/16 for an injury to a vital part of the body and the agency failed to report the incident until 9/5/16.,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,09/15/2016 12:00:00 AM,10/17/2016 12:00:00 AM,95720
"A child in care suffered an injury to her forehead, was taken to the hospital,  after falling from her high chair on 5/29/17. The agency failed to report this incident to licensing until 6/2/17.",749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,06/09/2017 12:00:00 AM,06/22/2017 12:00:00 AM,95720
An injury which warranted medical treatment was not reported to Licensing as required.,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,08/28/2017 12:00:00 AM,08/28/2017 12:00:00 AM,107564
The child was taken to the emergency room as the result of a sustained injury on 1/11/2017.  The incident was not reported to Licensing within 24 hours.,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,02/21/2017 12:00:00 AM,02/15/2017 12:00:00 AM,95713
A child in care received medical attention due to a critical injury which was not reported to licensing in the required time frame.,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,09/16/2016 12:00:00 AM,09/12/2016 12:00:00 AM,149755
A child in care was injured at daycare on 4/6/16 and the foster parent did not report the incident to licensing until 4/12/16.,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,04/12/2016 12:00:00 AM,04/22/2016 12:00:00 AM,95720
"Child in are was injured while playing outside and needed medical treatment. Caregiver did not notify child placing agency, caseworker, or licensing representative when incident occurred.",749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,08/23/2016 12:00:00 AM,09/02/2016 12:00:00 AM,526889
A child in care sustained an injury to his face on 11/8/16 at school and the agency failed to report this to licensing until 11/11/18.,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,11/28/2016 12:00:00 AM,12/28/2016 12:00:00 AM,95720
A child sustained an injury to the head while swimming and required medical treatment. The caregiver did not report the incident to licensing within 24 hours of the incident.,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,08/01/2017 12:00:00 AM,08/14/2017 12:00:00 AM,273495
RCCL was not informed a child in care obtained an injury that required medical attention.,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,10/21/2015 12:00:00 AM,11/18/2015 12:00:00 AM,312384
A child in care sustained a serious accidental injury; which was not reported to Licensing within 24 hours.,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,07/27/2016 12:00:00 AM,07/28/2016 12:00:00 AM,163171
