OPERATION_NAME,LOCATION_ADDRESS,COUNTY,STANDARD_NUMBER_DESCRIPTION,CORRECTED_DATE,NARRATIVE,TECHNICAL_ASSISTANCE_GIVEN,OPERATION_TYPE
Mary's Little Lambs,1271 OAK ST  SCHERTZ TX- 78154 1726,GUADALUPE,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",07/10/2017 12:00:00 AM,"The driver of a center vehicle failed to ensure all children exited the vehicle, resulting in a child being left in the vehicle for approximately fifteen minutes.",YES,Licensed Center
Nenes Kiddie Kollege,5410 SCOTT ST  HOUSTON TX- 77021 1516,HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",06/08/2017 12:00:00 AM,"Based on the information obtained, there is sufficient evidence to validate a caregiver admittedly threw a glue bottle at an eight year old female hitting her in the eye causing her an eye contusion. The caregiver threw the glue bottle to get the child's attention.",YES,Licensed Center
San Benito Early Head Start Child Development Center,1201 N REAGAN ST  SAN BENITO TX- 78586 5254,CAMERON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",04/12/2017 12:00:00 AM,"Employees need to ensure that children are not abused, neglected or exploited while in their care.",NO,Licensed Center
Little Farmers Day Care,11361 F M 730 N  AZLE TX- 76020,TARRANT,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",10/25/2016 12:00:00 AM,"Based on interviews and a documented skin injury, there was sufficient evidence to validate physical abuse when a caregiver grabbed a child's arm too hard, causing grab marks that lasted up to 24 hours. The director took the appropriate steps and terminated the employee immediately.",YES,Licensed Center
Little Farmers Day Care,11361 F M 730 N  AZLE TX- 76020,TARRANT,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",08/03/2017 12:00:00 AM,Caregivers were aware of two children making several attempts to leave the daycare and failed to put safety measures into place to prevent the children from leaving. The children were found across and down the street from the day care by a parent and police offer. The caregivers were unaware the children had left the operation.,NO,Licensed Center
Miles Ahead Child Care Development Center,3301 E RANCIER AVE STE 111B KILLEEN TX- 76543 7811,BELL,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",05/01/2017 12:00:00 AM,During an investigation it was found that a child was neglected while in care.,NO,Licensed Center
Children's Kingdom Learning Center and Youth Academy,2111 WYOMING AVE  EL PASO TX- 79903 3508,EL PASO,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",03/14/2017 12:00:00 AM,There is a preponderance of the evidence to support the documented circumstances met the criteria of Neglect as defined in the Texas Family Code Section 261.401 and further defined in the Texas Administrative Code 745.8559.     A child was left unattended in a day care bus by two day care employees.  The caregivers were unaware the child had been left in the vehicle for approximately one hour.,YES,Licensed Center
Primrose School of Bee Cave,3801 JUNIPER TRCE  BEE CAVE TX- 78738 5505,TRAVIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",05/05/2017 12:00:00 AM,During an investigation there was sufficient evidence found that a child was neglected in care.,YES,Licensed Center
World Of Children,13726 ALMEDA RD  HOUSTON TX- 77053 1626,HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",05/31/2017 12:00:00 AM,"This standard was evaluated in reference to an investigation and determined to be deficient. This investigation supported the allegation that physical abuse occurred at the operation. Surveillance footage was provided by the operation director. They also responded to the incident promptly and in accordance to minimum standards. The parent was contacted immediately and an incident report was signed and provided to the parent as well as Licensing. The operation also called Statewide intake and reported the incident. The caregiver involved was terminated immediately and the safety plan was followed throughout this investigation. The operation also provided documentation that all staff was re-trained on abuse, discipline, and reporting abuse. This documentation was provided to Licensing.",NO,Licensed Center
Camp YWCA,3106 36TH ST  LUBBOCK TX- 79413 2321,LUBBOCK,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",06/15/2016 12:00:00 AM,An incident occurred in which a child was injured by a caregiver. The child was grabbed by the arm which resulted in bruising.,YES,Licensed Center
Wonderland Montessori Academy,3701 AUBURN DR  FLOWER MOUND TX- 75022 2970,DENTON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",07/08/2016 12:00:00 AM,"Based on the information gathered during the investigation, a caregiver injured a child in care when they inappropriately grabbed the child where the child was subsequently injured in the process.",NO,Licensed Center
Kitz Korner Day Care,4813 LAKEBEND WEST DR  SAN ANTONIO TX- 78244 1617,BEXAR,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",11/10/2016 12:00:00 AM,"Neglect of a child occurred when the driver of a center vehicle failed to ensure all children exited the vehicle, resulting in a child being left in the vehicle for approximately one hour.",YES,Licensed Center
Poppy's House,2635 N BELT LINE RD  SUNNYVALE TX- 75182 9343,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",04/07/2016 12:00:00 AM,"Based on the information gathered during the investigation, a there is Reason To Believe neglect occurred.",YES,Licensed Center
ABC Learning Center,5901 HILLSIDE RD  AMARILLO TX- 79109 6294,RANDALL,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",09/02/2016 12:00:00 AM,"Based on the evidence obtained during the investigation the operation failed to ensure no child was abused when a caregiver engaged in a multitude of intentional, reckless acts that could have resulted in children being seriously injured.",YES,Licensed Center
Education Station Learning Center,2328 E GRAUWYLER RD  IRVING TX- 75061 3314,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",10/07/2016 12:00:00 AM,"Upon inspection, a child was observed going to the bathroom outside of the classroom unsupervised.",NO,Licensed Center
Lighthouse Private School,5600 HORIZON RD  HEATH TX- 75032 5988,ROCKWALL,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",09/12/2016 12:00:00 AM,"Based on the information gathered during the investigation, a caregiver at the operation injured a child when the child refused to follow directions and come down from a slide. Because of this, the caregiver grabbed the child by the arm and leg causing injuries to both. The findings in this case were Reason to Believe.",NO,Licensed Center
La Petite Academy,8603 NORMANDALE ST  FORT WORTH TX- 76116,TARRANT,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",10/17/2016 12:00:00 AM,"A caregiver failed to provide an accurate statement of an incident that injured a child. The incident was determined to be an accident, but due to the severity of the injury, medical evaluation was delayed. No medical treatment was needed, but it was determined that the type of injury placed the child at risk of further injury.",YES,Licensed Center
Spring Brainiacs,21626 ALDINE WESTFIELD RD  HUMBLE TX- 77338 1092,HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",09/26/2016 12:00:00 AM,A caregiver left a child on the operation vehicle without any supervision for a period of 40-45 minutes.,YES,Licensed Center
TLC on Hedgcoxe,5200 HEDGCOXE RD  PLANO TX- 75024 5820,COLLIN,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",12/13/2016 12:00:00 AM,"A child was neglected when a caregiver failed to account for each child in care. The child was left on a  bus.  The caregiver did not follow the operations procedures, placing a child at great risk.",NO,Licensed Center
A+ Highpointe Academy,3211 W CAMP WISDOM RD  DALLAS TX- 75237 2605,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",05/09/2017 12:00:00 AM,"Based the information gathered during the investigation, it was determined that a driver for the operation took children home and left them unsupervised without verifying whether or not an adult was home to take the children in. It was also identified that the same driver left children in the care of an individual who was not related to the children, was not authorized to take possession of the children and the individual confirmed they took possession of the wrong children.",NO,Licensed Center
Suzannes Early Childhood Development Center,622 FREETOWN RD  GRAND PRAIRIE TX- 75051 3951,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",03/23/2017 12:00:00 AM,It was determined after the investigation that the caregiver neglectful supervised a child in care when she did left him on the bus for approximately 2 hours.,NO,Licensed Center
Suzannes Early Childhood Development Center,622 FREETOWN RD  GRAND PRAIRIE TX- 75051 3951,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",03/10/2017 12:00:00 AM,It was determined after the investigation that the caregiver did neglect a child that was found by a by stranger on outside of the daycare.,NO,Licensed Center
Goddard School,1905 EL SALIDO PKWY  CEDAR PARK TX- 78613 4180,WILLIAMSON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",11/21/2017 12:00:00 AM,"Based on information obtained during the investigation, there is sufficient evidence to find that a child was neglected while in care.",NO,Licensed Center
Learning Depot Child Development Center,5398 MEADOWGREEN DR  AMARILLO TX- 79110 4606,RANDALL,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",08/22/2016 12:00:00 AM,Based on the information obtained during the investigation a child was found to be neglectfully supervised due to a breach in duty.,YES,Licensed Center
Little Flock Christian Daycare,8257 HIGHWAY 87 N  ORANGE TX- 77632 0530,ORANGE,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",05/04/2016 12:00:00 AM,An incident occurred at the operation where a child was able to leave the building. This placed the child at risk for significant harm and injury. The center has now built a fence blocking the building entrances from the parking lot to keep incidents like this from occurring in the future.,NO,Licensed Center
Fair Oaks Day School,7825 FAIR OAKS AVE  DALLAS TX- 75231 4603,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",04/12/2017 12:00:00 AM,"Based on information obtained, there is reason to believe a child was physically abused.",NO,Licensed Center
Just for You Day Care,2857 SAUL KLEINFELD DR  EL PASO TX- 79936 0972,EL PASO,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",03/21/2017 12:00:00 AM,"A caregiver working for the operation left a child in care unattended in a vehicle after a transportation route. Child was left unattended inside the vehicle for approximately an hour and a half, placing child at risk.",NO,Licensed Center
Phoenix Children's Academy,5601 TIMBER CREEK RD  FLOWER MOUND TX- 75028 3916,DENTON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",08/02/2017 12:00:00 AM,"Based on the information received during the investigation, the findings in this case were reason to believe for physical abuse. A caregiver inappropriately grabbed a child in care causing injuries to the child's arm.",YES,Licensed Center
Childrens Courtyard,1504 N GARDEN RIDGE BLVD  LEWISVILLE TX- 75077 2199,DENTON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",04/07/2017 12:00:00 AM,"A child was left unsupervised by their caregiver, which allowed the child to walk out of the operation and onto the road. The child was found by a passer-by and taken back into the operation unharmed. At the time, the caregiver was still not aware that the child was missing until the child was brought back to their caregiver my management staff.",NO,Licensed Center
